Code,Name
29344,"RENGAT BARAT"
29351,"DANAU TIGA"
29314,"KAMPUNG PULAU"
29311,"PASAR KOTA"
29318,"SEKIP HILIR"
29312,RENGAT
29316,"PASIR KEMILU"
29317,"SUNGAI BERINGIN"
29313,RENGAT
29319,"RAWA BANGUN"
29375,"TELUK SUNGKAI"
29335,"KUALA CENAKU"
29276,"LUBUK BESAR"
29274,KEMUNING
29273,RETEH
29275,"BENTENG UTARA"
29270,"SUNGAI BATANG"
29272,"SIMPANG TIGA"
29271,"TEKULAI BUGIS"
29280,"KUALA INDRAGIRI"
29283,"PANGLIMA RAJA"
29281,CONCONG
29211,"TEMBILAHAN HILIR"
29217,"PEKAN ARBA"
29214,TEMBILAHAN
29215,"SEBERANG TEMBILAHAN"
29212,TEMBILAHAN
29223,"TEMBILAHAN HULU"
29226,"SIALANG PANJANG"
29224,"PEKAN KAMIS"
29213,"TEMBILAHAN HULU"
29262,"RUMBAI JAYA"
29261,KEMPAS
29252,"BATANG TUAKA"
29253,"GAUNG ANAK SERKA"
29282,GAUNG
29254,MANDAH
29255,KATEMAN
29257,PELANGIRAN
29258,"SAKA ROTAN"
29256,"SUKAHARJO JAYA"
28380,LANGGAM
28317,"RANTAU BARU"
28316,"KUALA TERUSAN"
28311,"PANGKALAN KERINCI KOTA"
28314,MAKMUR
28313,"PANGKALAN KERINCI BARAT"
28312,"PANGKALAN KERINCI TIMUR"
28381,"PANGKALAN KERINCI"
28382,SIDOMUKTI
28388,"BAGAN LIMAU"
28387,PESAGUAN
28383,"SIALANG KAYU BATU"
28353,"LALANG KABUNG"
28384,"TELUK BAKAU"
28386,"LIPAI BULAN"
28352,KERUMUTAN
28385,SEGAMAI
28354,"TELUK MERANTI"
28685,"MINAS JAYA"
28674,"SUNGAI MANDAU"
28686,KANDIS
28623,LANGKAI
28621,"KAMPUNG DALAM"
28622,"KAMPUNG REMPAK"
28624,TUMANG
28625,"MEREMPAN HULU"
28626,"RAWANG AIR PUTIH"
28627,"SUAK LANJUT"
28628,"BUANTAN BESAR"
28673,SIAK
28653,PERAWANG
28772,TUALANG
28656,DAYUN
28671,DAYUN
28654,"RAWANG KAO"
28655,"LUBUK DALAM"
28652,"SRI GEMILANG"
28672,"KOTO GASIB"
28617,"MEREMPAN HILIR"
28616,"KAMPUNG TENGAH"
28615,"BENTENG HULU"
28614,"BENTENG HILIR"
28613,PALUH
28612,"KOTA RINGIN"
28773,MEMPURA
28662,"RAWA MEKAR JAYA"
28663,TEMUSAI
28764,"BUNGA RAYA"
28664,"SELAT GUNTUNG"
28684,"SABAK AUH"
28665,PERINCIT
28765,PUSAKO
28472,"LUBUK BINGAU"
28474,GUNUNGMULYA
28471,"GUNUNG SAHILAN"
28473,"MEKAR JAYA"
28475,"KAMPAR KIRI TENGAH"
28454,"BANDUR PICAK"
28453,"KOTO KAMPAR HULU"
28467,KUOK
28451,"SALO TIMUR"
28466,"GERBANG SARI"
28465,"TAPUNG HILIR"
28412,LANGGINI
28413,KUMANTAN
28414,"RIDAN PERMAI"
28411,"BANGKINANG KOTA"
28463,BANGKINANG
28461,PULAUSARAK
28464,TAPUNG
28457,SAWAHBARU
28460,KAMPA
28458,"SIMPANG PETAI"
28456,"NAGA BERALIH"
28469,"KAMPAR UTARA"
28468,TAMBANG
28452,"KUBANG JAYA"
28476,"LUBUK SAKAT"
28462,"PERHENTIAN RAJA"
28551,"ROKAN IV KOTO"
28555,"PENDALIAN IV KOTO"
28566,"TANDUN BARAT"
28552,TANDUN
28567,GITI
28554,"PEMATANG TEBIH"
28553,"UJUNG BATU"
28565,"LUBUK BILANG"
28518,MENAMING
28511,"PASIR PENGARAYAN"
28513,"RAMBAH TENGAH UTARA"
28519,"SIALANG JAYA"
28517,"KOTO TINGGI"
28512,"SUKA MAJU"
28516,"PEMALANG BERANGAN"
28514,BABUSSALAM
28515,"PASIR MAJU"
28560,RAMBAH
28572,SEJATI
28561,"RAMBAH HILIR"
28571,TANGUN
28557,"BANGUN PURBA"
28558,"LUBUK SOTING"
28575,MAHATO
28562,"TAMBUSAI UTARA"
28563,KEPENUHAN
28573,KEPAYANG
28564,"KEPENUHAN HULU"
28556,"PASIR LUHUR"
28568,"SANGKIR INDAH"
28550,"PAGARAN TAPAH DARUSSALAM"
28569,"KASANG MUNGAI"
28559,"BONAI DARUSSALAM"
28783,MANDAU
28784,PINGGIR
28785,"BATHIN SOLAPAN"
28786,"TALANG MUANDAU"
28761,"BUKIT BATU"
28771,"SIAK KECIL"
28762,"BANDAR LAKSAMANA"
28781,RUPAT
28782,"RUPAT UTARA"
28735,BENGKALIS
28718,BENGKALIS
28720,BENGKALIS
28727,BENGKALIS
28730,BENGKALIS
28740,BENGKALIS
28729,BENGKALIS
28734,BENGKALIS
28711,BENGKALIS
28714,BENGKALIS
28732,BENGKALIS
28741,BENGKALIS
28713,BENGKALIS
28716,BENGKALIS
28726,BENGKALIS
28724,BENGKALIS
28733,BENGKALIS
28739,BENGKALIS
28722,BENGKALIS
28723,BENGKALIS
28719,BENGKALIS
28738,BENGKALIS
28728,BENGKALIS
28715,BENGKALIS
28717,BENGKALIS
28721,BENGKALIS
28725,BENGKALIS
28736,BENGKALIS
28731,BENGKALIS
28737,BENGKALIS
28763,BANTAN
28985,"TANAH PUTIH"
28986,"TANAH PUTIH TANJUNG MELAWAN"
28984,"RANTAU KOPAR"
28983,PUJUD
28994,"SIMPANG KANAN"
28992,"BAGAN SINEMBAH"
28991,KUBU
28995,"PASIR LIMAU KAPAS"
28990,"KUBU BABUSSALAM"
28911,BANGKO
28914,SINABOI
28912,"BATU HAMPAR"
28913,PEKAITAN
28953,"RIMBA MELINTANG"
28993,"BANGKO PUSAKA"
28758,"TEBING TINGGI BARAT"
28753,"TEBING TINGGI"
28754,"TEBING TINGGI TIMUR"
28755,RANGSANG
28757,"RANGSANG PESISIR"
28756,"RANGSANG BARAT"
28752,MERBAU
28750,PULAUMERBAU
28751,"TASIK PUTRI PUYU"
28293,"SIMPANG BARU"
28294,"SIDOMULYA BARAT"
28291,TAMPAN
28290,TAMPAN
28298,TAMPAN
28299,TAMPAN
28297,TAMPAN
28295,TAMPAN
28296,TAMPAN
28231,"LABUH BARU TIMUR"
28232,TAMPAN
28234,"AIR HITAM"
28233,"LABUH BARU BARAT"
28292,"PAYUNG SEKAKI"
28288,"TANGKERANG LABUAI"
28284,"BUKIT RAYA"
28252,"TANGKERANG TENGAH"
28251,"TANGKERANG BARAT"
28282,"MARPOYAN DAMAI"
28255,MAHARATU
28253,"SIDOMULYO TIMUR"
28254,WONOREJO
28125,"MARPOYAN DAMAI"
28243,KULIM
28244,"TANGKERANG TIMUR"
28241,"REJO SARI"
28242,SAIL
28286,"TENAYAN RAYA"
28289,"TENAYAN RAYA"
28285,"TENAYAN RAYA"
28281,"TENAYAN RAYA"
28141,RINTIS
28142,SEKIP
28143,"TANJUNG RHU"
28144,PESISIR
28131,"CINTA RAJA"
28132,SUKAMAJU
28133,SUKAMULYA
28116,"SIMPANG EMPAT"
28111,SUMAHILANG
28115,"TANAH DATAR"
28114,"KOTA BARU"
28113,SUKARAMAI
28112,"KOTA TINGGI"
28126,JADIREJO
28128,"KAMPUNG TENGAH"
28124,"KAMPUNG MELAYU"
28123,"KEDUNG SARI"
28122,HARJOSARI
28121,SUKAJADI
28127,"PULAU KARAM"
28156,"PADANG BULAN"
28155,"PADANG TERUBUK"
28151,SAGO
28152,"KAMPUNG DALAM"
28153,"KAMPUNG BANDAR"
28154,"KAMPUNG BARU"
28265,PALAS
28264,RUMBAI
28267,RUMBAI
28276,"MERANTI PANDAK"
28266,"RUMBAI PESISIR"
28271,LIMBUNGAN
28273,"LEMBAH SARI"
28275,"LEMBAH DAMAI"
28263,"RUMBAI PESISIR"
28272,"LIMBUNGAN BARU"
28261,"RUMBAI PESISIR"
28274,"TEBING TINGGI OKURA"
28262,"RUMBAI PESISIR"
28287,"RUMBAI PESISIR"
28882,"BUKIT KAPUR"
28824,"SIMAPANG TETAP DARUL ICHSAN"
28823,"BAGAN KELADI"
28826,"DUMAI SELATAN"
28825,"DUMAI SELATAN"
28816,"DUMAI TIMUR"
28815,"DUMAI TIMUR"
28813,"DUMAI TIMUR"
28814,"DUMAI TIMUR"
28822,"DUMAI KOTA"
28812,"DUMAI KOTA"
28811,"DUMAI KOTA"
28821,"DUMAI KOTA"
37174,"GUNUNG RAYA"
37176,BUKITKERMAN
37175,TARUTUNG
37173,"KELILING DANAU"
37172,"DANAU KERINCI"
37171,"SITINJAU LAUT"
37168,"AIR HANGAT"
37153,"KEMANTAN MUDIK"
37161,"DEPATI TUJUH"
37162,"GUNUNG KERINCI"
37160,SIULAK
37166,"KOTO LUA"
37169,"SIULAK MUKAI"
37167,"KOTO TENGAH"
37164,"PELOMPEK PASAR BARU"
37163,"GUNUNG TUJUH"
37165,ENSATU
37372,"KOTO RAWANG"
37370,"MUARA SIAU"
37374,"DURIAN MUKUT"
37373,"LEMBAH MASURAI"
37375,"SEKANCING ILIR"
37371,"TIANG PUMPUNG"
37318,"PAMENANG BARAT"
37352,MERANTI
37351,"RENAH PAMENANG"
37319,KUNGKAI
37311,"PASAR BANGKO"
37314,"PEMATANG KANDIS"
37313,"DUSUN BANGKO"
37315,"BANGKO BARAT"
37317,"NALO TATAN"
37331,"TAMBANG BESI"
37316,"BATANG MASUMAI"
37363,"TANJUNG MUDO"
37361,"PANGKALAN JAMBU"
37353,"LUBUK NAPAL"
37350,TABIR
37364,"MEDAN BARU"
37354,"TABIR SELATAN"
37362,"AIR BATU"
37368,"MEKAR LIMAU MANIS"
37367,"SERI SEMBILAN"
37355,"TABIR TIMUR"
37366,"SIDO HARJO"
37357,"TABIR LINTAS"
37358,"TEGAL REJO"
37359,"MARGO TABIR"
37365,"MUARO LANGEH"
37356,"TABIR BARAT"
37485,"BATANG ASAI"
37382,LIMUN
37484,TENDAH
37381,"CERMIN NAN GEDANG / GADANG"
37489,PELAWAN
37482,SILIWANGI
37483,SINGKUT
37415,"DUSUN SAROLANGUN"
37411,"PASAR SAROLANGUN"
37412,SUKASARI
37416,"SAROLANGUN KEMBANG"
37419,BARU
37481,"SUKA JADI"
37480,"BATHIN VIII"
37491,PAUH
37493,"MENTAWAK ULU"
37490,"AIR HITAM"
37492,"JATI BARU"
36656,"BATIN XXIV"
36654,"SUNGAI PUAR"
36653,"MUARA TEMBESI"
36614,"PASAR TERUSAN"
36613,"PASAR BARU"
36619,RAMBAHAN
36612,"MUARA BULIAN"
36611,"MUARA BULIAN"
36652,BATIN
36615,BAJUBANG
36658,TERUSAN
36655,"TEBING TINGGI"
36657,PEMAYUNG
36364,MESTONG
36365,"SUNGAI BAHAR"
36366,MARKANDING
36367,"BAHAR UTARA"
36373,"KUMPEH ULU"
36374,"TRIMULYA JAYA"
36363,"SUNGAI GELAM"
36371,RONDANG
36383,"TAMAN RAJO"
36382,"JAMBI LUAR KOTA"
36361,"JAMBI LUAR KOTA"
36314,SEKERNAN
36311,"PEMATANG PULAI"
36312,"PULAU KAYU ARO"
36319,"RANTAU MAJO"
36316,"BUKIT BALING"
36315,"SUAK PUTAT"
36317,"TANJUNG LANJUT"
36318,"SUKO AWIN JAYA"
36313,"TUNAS MUDO"
36381,SEKERNAN
36766,MENCOLOK
36765,"LAGAN TENGAH"
36764,GERAGAI
36763,"KOTO KANDIS"
36724,"PARIT CULUM II"
36722,"PARIT CULUM I"
36726,RANO
36725,"NIBUNG PUTIH"
36727,"KAMPUNG SINGKEP"
36711,"MUARA SABAK ULU"
36712,"MUARA SABAK ILIR"
36714,"SIAU DALAM"
36713,"KOTA RAJA"
36717,"LAMBUR I"
36718,"LAMBUR II"
36716,"KOTA HARAPAN"
36719,"KUALA SIMBUR"
36762,"MUARA SABAK TIMUR"
36761,"MAJELIS HIDAYAH"
36760,"KUALA JAMBI"
36774,"RANTAU RASAU"
36772,"RANTAU RASAU II"
36751,BERBAK
36771,"NIPAH PANJANG"
36773,SADU
36552,"TUNGKAL ULU"
36554,MERLUNG
36550,"BATANG ASAM"
36559,"RANTAU BADAK"
36558,"MUARA PAPALIK"
36563,"KEMPAS JAYA"
36513,"TUNGKAL III"
36515,"TUNGKAL I"
36557,"TUNGKAL ILIR"
36551,PEMBENGIS
36562,"KUALA BARU"
36514,"SEBERANG KOTA"
36511,"SEBERANG KOTA"
36553,"MEKAR JATI"
36555,BETARA
36561,"BETARA KANAN"
36556,"KUALA BETARA"
37572,"SUNGAI BENGKAL BARAT"
37570,"MUARA TABIR"
37512,"TEBING TINGGI"
37519,"SUNGAI KERUH"
37576,"TAMBUN ARANG"
37573,PEMAYUNGAN
37574,"LUBUK MANDARSYAH"
37551,"RIMBO BUJANG"
37557,"SUMBER SARI"
37553,"RIMBO ULU"
37556,"RANTAU KEMBANG"
37552,"RIMBO ILIR"
37571,"TEBO TENGAH"
37559,TABUN
37561,"VII KOTO"
37555,"TELUK MELINTANG"
37554,"SERAI SERUMPUN"
37558,"PASIR MAYANG"
37562,"VII KOTO ILIR"
37262,PELEPAT
37210,"BATHIN / BATIN II BABEKO"
37219,"SUNGAI BULUH"
37215,"RIMBO TENGAH"
37224,"SUNGAI ARANG"
37223,"TALANG PANTAI"
37225,"PULAU PEKAN"
37212,"BUNGO BARAT"
37214,"PASAR MUARO BUNGO"
37226,"BUNGO TAMAN AGUNG"
37227,"PURWO BAKTI"
37229,"SARANA JAYA"
37211,"BATHIN III"
37261,"LUBUK MAYAN"
37216,"MUKO-MUKO BATHIN / BATIN VII"
37228,"SUNGAI BINJAI"
37222,"SUNGAI KERJAN"
37221,"SUNGAI PINANG"
37267,"AUR CINO"
37260,"BATHIN III ULU"
37263,TENAM
37259,"SUNGAI TEMBANG"
37264,"TANAH SEPENGGAL LINTAS"
37252,"KOTO JAYO"
37255,"RENAH JELMU"
37266,"LIMBUR BARU"
37213,"LIMBUR LUBUK MENGKUANG"
37265,"SEBERANG JAYA"
37254,"BATHIN II PELAYANG"
37258,JUMBAK
37256,JUJUHAN
37257,KUAMANG
36127,SUKAKARYA
36128,"PAAL LIMA"
36125,RAWASARI
36126,"MAYANG MENGURAI"
36157,"PASIR PUTIH"
36151,"WIJAYA PURA"
36131,"JAMBI SELATAN"
36152,"PAKUAN BARU"
36132,"JAMBI SELATAN"
36158,"TAMBAK SARI"
36138,"JAMBI SELATAN"
36159,"PALL MERAH"
36155,"TALANG BAKUNG"
36153,"LINGKAR SELATAN"
36154,"EKA JAYA"
36139,"PAAL MERAH"
36148,"PAYO SELINCAH"
36136,JELUTUNG
36135,"LEBAK BANDUNG"
36137,"HANDIL JAYA"
36112,BERINGIN
36114,"SUNGAI ASAM"
36134,"PASAR JAMBI"
36111,"ORANG KAYO HITAM"
36113,"PASAR JAMBI"
36133,"PASAR JAMBI"
36124,"SIMPANG EMPAT SIPIN"
36123,"TELUK KENALI"
36129,"DANAU SIPIN"
36122,"DANAU SIPIN"
36121,LEGOK
36265,"DANAU TELUK"
36264,"TANJUNG RADEN"
36263,"TANJUNG PASIR"
36262,"OLAK KEMANG"
36261,"ULU GEDONG"
36254,TENGAH
36253,JELMU
36252,"MUDUNG LAUT"
36251,"ARAB MELAYU"
36255,"TAHTUL YAMAN"
36256,"TANJUNG JOHOR"
36144,SULANJANA
36145,BUDIMAN
36142,"TALANG BANJAR"
36147,"JAMBI TIMUR"
36146,"TANJUNG PINANG"
36143,RAJAWALI
36141,"KASANG JAYA"
36149,SEJINJANG
37133,SEMBILAN
37131,"KOTO PUDUNG"
37132,"KOTO TUO"
37135,"KUMUN HILIR"
37134,"SANDARAN GALEH"
37136,DEBAI
37113,"SUNGAI PENUH"
37116,"SUNGAI JERNIH"
37115,"LAWANG AGUNG"
37114,"AUR DURI"
37112,"SUNGAI BUNGKAL"
37123,CEMPAKA
37121,"KAMPUNG DALAM"
37122,"LARIK KEMAHAN"
37151,"HAMPARAN RAWANG"
37127,"KOTO LOLO"
37111,"PESISIR BUKIT"
37129,"SUMUR GEDANG"
37128,"SUNGAI LIUK"
37154,"KOTO TUO"
37152,"KOTO BARU"
32158,LENGKITI
32151,"SOSOH BUAY RAYAP"
32154,PENGANDONAN
32156,"SEMIDANG AJI"
32157,BELANDANG
32155,"MUARA JAYA"
32191,"KARANG DAPO"
32192,"LUBUK BATANG"
32159,"SINAR PENINJAUAN"
32193,"KEDATON PENINJAUAN RAYA"
32113,"TANJUNG BARU"
32116,"PASAR BARU"
32118,"TANJUNG KEMALA"
32117,"BATURAJA TIMUR"
32112,"SEKAR JAYA"
32111,"BATURAJA TIMUR"
32115,"BATURAJA LAMA"
32114,"BATURAJA TIMUR"
32194,"LUBUK BANJAR"
32152,"LUBUK RAJA"
32125,LAYA
32123,"BATURAJA BARAT"
32122,"TALANG JAWA"
32126,PUSAR
32127,"BATU KUNING"
32128,"KARANG AGUNG"
32129,"TANJUNG KARANG"
32121,"BATURAJA BARAT"
32124,"BATURAJA BARAT"
30657,"LEMPUING JAYA"
30681,MESUJI
30684,"TEGAL SARI"
30682,"MESUJI MAKMUR"
30685,BALIAN
30683,"MESUJI RAYA"
30655,"TULUNG SELAPAN ILIR"
30658,CENGAL
30672,PEDAMARAN
30674,"KAYU LABU"
30670,"PEDAMARAN TIMUR"
30675,"TULUNG HARAPAN"
30671,"PULAU GEMANTUNG"
30673,"ULAK KETAPANG"
30616,JUA-JUA
30615,SIDAKERSA
30613,"MANGUN JAYA"
30614,CINTARAJA
30612,PAKU
30617,"KAYU AGUNG"
30611,SUKADANA
30619,"TANJUNG MENANG"
30618,"KAYU AGUNG"
30651,"TANJUNG ALAI"
30652,JEJAWI
30654,PAMPANGAN
30659,"PANGKALAN LAMPAM"
30656,"MARGA TANI"
31385,"SUGIH WARAS"
31175,RAMBANG
31173,LUBAI
31883,"SUMBER ASRI"
31174,"LUBAI ULU"
31712,"LAWANG KIDUL"
31713,"LAWANG KIDUL"
31359,LINGGA
31711,"LAWANG KIDUL"
31318,"KARANG RAJA"
31313,TUNGKAL
31312,"MUARA ENIM"
31319,"TANJUNG SERIAN"
31311,"MUARA ENIM"
31351,"ULAK BANDUNG"
32352,"PANANG JAYA"
31355,"PAGAR JATI"
31354,"RAMI PASAI"
31353,"SIMPANG TANJUNG"
31352,BELIMBING
31358,"TANJUNG RAYA"
31384,"GUNUNG RAJA"
31382,"KAHURIPAN BARU"
31172,"RAMBANG DANGKU"
31371,BETUNG
31170,GELUMBANG
31177,LEMBAK
31375,"DANAU BARU"
31357,"SUNGAI ROTAN"
31373,"TANJUNG BARU"
31376,"MULIA ABADI"
31178,"MUARA BELIDA"
31372,"MENANTI SELATAN"
31176,KELEKAR
31374,"TALANG BELIUNG"
31171,"BELIDA DARAT"
31481,"SINDANG PANJANG"
31581,"TANJUNG SAKTI PUMI"
31582,"TANJUNGSAKTI PUMU"
31453,"MULAK ULU"
31463,PULAUPINANG
31462,"KARANG AGUNG"
31464,"LESUNG BATU"
31466,"BANDUNG AGUNG"
31460,"PAGAR GUNUNG"
31465,SIMPUR
31461,"GUMAY ULU"
31491,SADAN
31591,JARAI
31494,JENTIAN
31356,"PAJAR BULAN"
31590,MUARAPAYANG
31350,SUKAMERINDU
31455,"MEKAR JAYA"
31452,"SUKA HARJO"
31458,"KIKIM TIMUR"
31459,"KIKIM TENGAH"
31415,"KOTA BARU"
31413,"PASAR LAMA"
31418,"GUNUNG GAJAH"
31411,"PASAR BARU"
31412,"KOTA JAYA"
31414,"BANDAR JAYA"
31416,"TALANG JAWA UTARA"
31454,"TANJUNG BARU"
31451,SUKARAMI
31417,PSEKSU
31419,PSEKSU
31424,"LAHAT SELATAN"
31420,"LAHAT SELATAN"
31425,"LAHAT SELATAN"
31421,"LAHAT SELATAN"
31423,"LAHAT SELATAN"
31422,"LAHAT SELATAN"
31429,"LAHAT SELATAN"
31427,"LAHAT SELATAN"
31428,"LAHAT SELATAN"
31426,"LAHAT SELATAN"
31471,"LEMATANG JAYA"
31473,PADANG
31472,"MERAPI SELATAN"
30771,"SUKU TENGAH LAKITAN ULU TERAWAS"
31651,"LUBUK NGIN"
31671,MADANG
30772,"SUMBER HARTA"
31672,"TRI KARYA"
31661,"MUARA BELITI"
31660,"TIANG PUMPUNG KEPUNGUT"
31668,CIPTODADI
31665,"SUKA KARYA"
31662,TUGUMULYO
31663,"MUARA KELINGI"
31664,"LEBAN JAYA"
31666,"SEMANGGUS BARU"
31652,"SUMBER KARYA"
31657,"MEGANG SAKTI"
30763,"ULAK KEMBANG"
30766,"PANDAN DULANG"
30753,"LAWANG WETAN"
30713,"SOAK BARU"
30714,"BALAI AGUNG"
30712,"SERASAN JAYA"
30719,"BALIANGU TIMUR"
30711,SEKAYU
30761,"TANJUNG AGUNG SELATAN"
30750,"SUNGAI LILIN"
30762,"SUPAT TIMUR"
30755,"BABAT SUPAT"
30751,"MEKAR JAYA"
30754,"MEKAR JAYA"
30758,LALAN
30757,"SUKA DAMAI"
30752,SRIMULYO
30759,"SIDO MULYO"
30756,"TUNGKAL JAYA"
30951,SUKARAJA
30957,"SUAK TAPEH"
30958,BETUNG
30956,SUKAKARYA
30914,"MULYA AGUNG"
30911,"PANGKALAN BALAI"
30912,SETERIO
30916,SUKAMULYA
30915,"KAYUARA KUNING"
30917,"KEDONDONG RAYE"
30913,"SUKARAJA BARU"
30919,"RIMBA BALAI"
30961,"SUNGAIRENGIT MURNI"
30953,"PURWO SARI"
30955,"BUNGA KARANG"
30960,"TANJUNG LAGO"
30963,"PERAMBAHAN BARU"
30966,SEBUBUS
30962,"AIR KUMBANG"
30968,SUNGAIPINANG
30967,MENTEN
30976,"MEKAR JAYA"
30972,TANJUNGMAS
30973,"UPANG MARGA"
30971,"MEKAR SARI"
30959,"PULAU RIMAU"
30965,"UPANG KARYA"
30975,"KARANG ANYAR"
30974,"TALANG LUBUK"
30977,"SUMBER MARGA TELANG"
32268,"BUAY PEMATANG RIBU RANAU TENGAH"
32265,"TANJUNG SARI"
32263,SIMPANG
32264,"BUANA PEMACA"
32218,"SUKA BANJAR"
32215,"BUMI AGUNG"
32213,"BATU BELANG JAYA"
32214,"PANCUR PUNGAH"
32217,"GUNUNG TIGA"
32216,"GEDUNG LEPIHAN"
32219,DATAR
32212,"MUARA DUA"
32253,SUKAJAYA
32251,"BUMI AGUNG JAYA"
32211,"BUAY RAWAN"
32275,SUKARAMI
32277,"LUBUK LIKU"
32252,"KURIPAN II"
32262,"TIGA DIHAJI"
32281,"AIR BARU"
32270,"RUNJUNG AGUNG"
32278,"PADANG BINDU"
32279,"AIR ALUN"
32274,PENANTIAN
32276,SUKARAJA
32271,"MUARA DUA KISAM"
32272,"KISAM ILIR"
32273,"TANJUNG BULAN ULU"
32282,"MUARA SINDANG"
32283,"TEBAT LAYANG"
32266,"SINDANG DANAU"
32284,"SEDAU JAYA"
32267,"SUNGAI ARE"
32311,"KOTA BARU"
32312,"PASAR MARTAPURA"
32314,"PAKU SENGKUNYIT"
32313,"DUSUN MARTAPURA"
32316,KEROMONGAN
32318,SUKOMULYO
32317,MARTAPURA
32319,"TANJUNG KEMALA BARAT"
32315,MARTAPURA
32372,SUKABARU
32387,"BUNGA MAYANG"
32371,KAMBANG
32381,JAYAPURA
32367,"BANTAN PELITA"
32360,"BUAY MADANG TIMUR"
32364,"SRI BULAN"
32366,"MADANG SUKU II"
32365,"MADANG SUKU III"
32368,"SUKA DAMAI"
32361,"GANJAR AGUNG"
32362,"HARJO MULYO"
32363,"KARANG BINANGUN"
32382,BELITANG
32380,"BELITANG JAYA"
32385,"SUMBER REJO"
32383,"MARGO MULYO"
32373,REJOSARI
32374,"MULYA SARI"
32388,"BELITANG MULYA"
32386,MARGODADI
32375,"WANA MAKMUR"
32185,"SEMENDAWAI TIMUR"
32384,"CAMPANG TIGA JAYA"
32376,"MENANGA SARI"
32184,"SEMENDAWAI BARAT"
30865,"TANABANG ULU"
30869,"KUANG DALAM TIMUR"
30863,"TALANG TENGAH LAUT"
30864,"TANJUNG ATAP BARAT"
30665,"TANJUNG BATU"
30868,"PAYARAMAN BARAT"
30664,PAYARAMAN
30866,"SUKANANTI BARU"
30867,"LUBUK SEGONANG"
30861,"TANJUNG HARAPAN"
30663,"TANJUNG RAJA"
30851,"ARISAN DERAS"
30661,"RANTAU PANJANG"
30852,"SERI JABO BARU"
30662,"SUNGAI PINANG"
30853,"PELABUHAN DALAM"
30855,"PEMATANG BUNGUR"
30854,"ARISAN JAYA"
30653,"PEMULUTAN BARAT"
30816,"SAKA TIGA"
30815,"TANJUNG SEJARO"
30814,"SAKATIGA SEBERANG"
30817,"TANJUNG SETEKO"
30811,"INDRALAYA INDAH"
30819,"SEJARO SAKTI"
30812,"INDRALAYA UTARA"
30813,"INDRALAYA UTARA"
30821,"PULAU SEMAMBU"
30831,"TANJUNG DAYANG UTARA"
30862,"INDRALAYA SELATAN"
31892,"BATU JUNGUL"
31592,"MUARA PINANG"
31593,"LINTANG KANAN"
31598,PENDOPO
31599,"PENDOPO BARAT"
31897,"PAGAR JATI"
31893,NANJUNGAN
31896,"PADANG BINDU"
31898,"MUARA AMAN"
31595,"PASEMAH AIR KERUH"
31894,"BATU BIDUNG"
31597,"ULU MUSI"
31895,"KARANG ANYAR"
31594,"SIKAP DALAM"
31853,"ULAK DABUK"
31596,"TALANG PADANG"
31815,KUPANG
31812,"PANCUR MAS"
31811,"PS. TEBING TINGGI"
31819,"KOTA GADING"
31813,"JAYA LOKA"
31814,"TANJUNG KUPANG BARU"
31456,"TEBING TINGGI"
31854,"MUARA SALING"
31457,SALING
31211,"TALANG UBI BARAT"
31215,"PASAR BAYANGKARA"
31212,"TALANG UBI SELATAN"
31213,"TALANG UBI TIMUR"
31216,"HANDAYANI MULYA"
31219,"TALANG AKAR"
31214,"TALANG UBI"
31314,"TANAH ABANG"
31264,"TANJUNG KURUNG"
31315,ABAB
31265,SUKARAJA
31263,"AIR ITAM TIMUR"
31316,PENUKAL
31262,TEMPIRAI
31317,"PENUKAL UTARA"
31669,"ULU RAWAS"
31654,"KARANG JAYA"
31656,"RAWAS ULU"
31653,RUPIT
31658,"KARANG DAPO"
31655,"RAWAS ILIR"
31667,NIBUNG
30146,"35 ILIR"
30145,"32 ILIR"
30144,"KEMANG MANIS"
30143,"29 ILIR"
30142,"28 ILIR"
30141,"27 ILIR"
30149,"KARANG JAYA"
30148,"KARANG ANYAR"
30147,"36 ILIR"
30256,"2 ULU"
30255,"3 / 4 ULU"
30254,"5 ULU"
30253,"7 ULU"
30259,"KEMAS RINDO"
30258,KERTAPATI
30257,JAKABARING
30252,JAKABARING
30251,JAKABARING
30265,"16 ULU"
30264,"14 ULU"
30263,"13 ULU"
30262,"12 ULU"
30261,"11 ULU"
30267,"PLAJU DARAT"
30269,"TALANG BUBUK"
30266,"PLAJU ULU"
30268,"BAGUS KUNING"
30137,"DEMANG LEBAR DAUN"
30139,"BUKIT BARU"
30138,"SIRING AGUNG"
30131,"22 ILIR"
30132,"19 ILIR"
30133,"23 ILIR"
30135,"26 ILIR"
30136,"BUKIT KECIL"
30134,"24 ILIR"
30122,"16 ILIR"
30123,"13 ILIR"
30124,"15 ILIR"
30121,"ILIR TIMUR I"
30129,"ILIR TIMUR I"
30125,"20 ILIR D IV"
30126,PAHLAWAN
30127,"TALANG AMAN"
30128,"ARIO KEMUNING"
30116,"3 ILIR"
30117,"2 ILIR"
30115,"5 ILIR"
30119,KALIDONI
30118,"BUKIT SANGKAL"
30112,"ILIR TIMUR TIGA"
30111,"ILIR TIMUR TIGA"
30113,"ILIR TIMUR TIGA"
30114,"ILIR TIMUR TIGA"
30164,"SUKA MAJU"
30163,SAKO
30165,SAKO
30166,"LEBUNG GAJAH"
30169,"SRI MULYA"
30162,"SEMATANG BORANG"
